label,text
1,My cats enjoy the sunbeams from the open windows I think that counts 
1,I cannot wait to go to FLORIDA!! 
1,Susan Egan I love her! And yeah it said I would have a pleasant trip 
0,sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho 
0,Waiting for an email that will probably never arrive ED later Consti study after then hopeless bumming 
1,Just getting an additional free day 
1,Welcome ! Really glad to know you here Your products rox man 
1,Monday is here One more day 
1,All zombie songs are now dedicated to ? fm-~5jbib 
1,is happy and clean squeaky clean 
1,Thank you thank you!! Thought this is where all the cool kids hang out now hehe xoxo! 
0,That is annoying What gear is it? I'll take it off your hands 
1,I need to get some shut eye But I just can't let's try 1 more time Ta Ta Twitterworld 
0,I just want this semester to be over! Only a week and a half then it's moving time! 
1,listening to i can't wait - akon feat t pain i love this song 
1,Cleaning my room and listening to britney 
1,Yes this NBA song is great!!! Got an old funny NBA cheerleader remix song Ohrwurm of the day &quot;colorblind&quot; 
1,NEW LOGO! for all the Web Cheak it! gAllethOo 
1,Having a great chat with a friend He's totally putting my mind at ease 
1,cheap and good system ly-Fgl2Y 
1,goodnight twitterville! really enjoyed pearl harbor now off to sleep and cuddle with my hot man! i will have good dreams tonight! XOXO 
1,Oh! Good idea about putting them on ice cream 
1,lol I hear you I think I watched about 2 - 3 different movies when I should have been getting work done I'll ttyl girl 
1,so what cereal do you usually like? 
1,i had a yay moment today YAY hope you did too! 
1,Mmmm Chilli Crab & Deal Or No Deal And thats life ! 
1,wish I was at #eurodjangocon 
1,endless streams of tea~~~~ it's a holiday day here how do I know? it's raining 
1,sounds like you all had a great night i'm glad it was successful 
1,Thank god camera fixed itself I want a new ipod 
1,Woop have just bought the Elliot Minor album on itunes Its finally working for me!! 
1,pebbles thrown at windows should get *someones* attention 
1,There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs 
1,no dayuuum 5o'clock was better 
0,you told me u would be there lol! Hmmmm where were u 
1,watching the office also comedy gold 
0,u no there was no point pointing it out yesterday and ppl had 2 wait til midnight they were kinda pissed 
1,Grand Indonesia with mom n sisters 
1,I'm come and try to find you and be your fan too 
1,I'm watching some of your videos in YouTube You're funny David Oh and TALENTED of course! 
1,thks 4 the follow and tweets i returned the love 
0,com-4j8us - It is interesting that VS2003 generates a setup script for uninstall 
0,Morning! Are u back in blighty Bill? Hope u had a lovely time away 
0,want to hear something funny? I'm yours is on the radio right now! 
1,Happy b-day! Just woke up on this side of Earth so wishes are bit late 
1,Hank Thompson Ã¯Â¿Â½ The Big One Got Away -- hmm how old do you have to be to remember THIS? ? fm-~5jboh 
1,we will work on that mama sweetdreams! 
1,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am 
0,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling 
1,I just dyededed my hair 
0,Drinkin' Chai tea and not sleeping and checkin' out some cool peeps 
1,Haha! If I were him I'd totally go check out a small little breakfast nook They probably have the cutest ones there 
1,New single bought! It is awesome!! Well done boys! 
1,ahh I gtg but pls help me with number 3 I'll come back later to see what u said haha plz and thank u 
1,Can't wait for SYTYCD tour with Ashleighhh & Izzayyy 
1,C-News wasn't as bad as I expected could have done better but today we did a great show 
0,awww boo! I fucking lovee doing all the girly thingss 
1,thankyou short stack for bringing out a second sydney show now im going to both im so thankful for you guys being so good 2 ur fans 
1,ahhhhaaa bangbros com! psshh nigga its all about onionbooty com 
0,Hey never realized that you also get a Twitter account Your guides are truly many times a lifesaver to me 
1,I love it that's going to be one of my new fave quotes 
1,I love the sunshine and the happiness it brings 
0,thanks bebeisis that is right is your name by any chanve elisabeth??? 
1,ohh shardup! hehe hes hot lah gotta admeeet! bleh 
0,cleaning cleaning cleaning today then working out! i love not working! 
0,Chem wasn't better than physics And now I'm so tired HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo? 
1,BUT on the bright side you're on twitter! Morning! 
1,Happy Birthday and cheers to PAO!! 
0,is home excited that gemma is getting her breaking dawn MWAHAHAH (evil laugh) is angry with hopeless assholes 
0,Awww! I was thinking about you lot up there! Glad you enjoyed it 
1,yeah you are right! but my mom can cook like she is straight from the island! make sure you invite me to your fam restaurant 
1,Download movie &quot;81st Annual Academy Awards Pre-Show&quot; com-cdue53 cool #movie 
1,Thanks for the link Geoff 
1,i won because im awesome 
0,I was crying all of Tuesday cos I find out! ;( Economics is offically my crying subject lol 
1,Woman!! hope you have a relaxing monday as I have cu later on this sunny monday 
1,finally having my cup of coffee!!! 
1,Just hangin out at home watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha 
1,Paving your own road is intelligent only if nobody has gone exactly where you are going come follow me 
1,yea i know right! i love that song! 
1,it's driving me insane! all i want is a lie in!!! 
1,Just file me under *seduced* sweetie 
0,I agree people should be able to cohabitate with whomever they choose 
0,ITS A BANK HOLIDAY STUPID!! wait they don't have bank holidays in America Okay keep on celebreting 
1,no way - those are great words Boys don't get to own them Oh and was it your bday? 
1,Hi all just recovering from a party looking forward to an exciting bank holiday around the diy shops life cant get much better surely 
1,Your birthday? WELL Happy birthday 
1,You won't believe how long this took to achieve Still all done and my car is happy again - Photo: com-0783l 
1,says i got 2 cards today from eva n clara thanks guys com-p-roo6c 
1,Have a great day today David! May you write some wonderful masterpieces! 
1,im back wooooo!!! i want to have my own press release :| 
1,Yep I like animals better than some humans too! 
0,would you settle for a 76 Mustang II Ghia? nope probably would not be the same 
1,k its 3 slices left 
1,omg I never knew that Wikipedia also lists the shades of colours it's cool 
1,we just drove all the way to Hollywood just to get a Miley Cyrus milkshake at least it was like an orgasm in my mouth 
1,anyone got an FFE account? if so add me 
1,I realized that I think 4 weeks into college welcome to the otherside 
1,Revelation: Strawberries and Nutella taste reeaaalllly good together 
1,Another one popped up a human being Congrats Nana and Wan Baby Iris is a cutie 
0,ok tx it's so worth the wait! lol *** 
1,today is maintenance day for me my flat and my blog yeahhhh a lot of little works 
1,He's awesome Have you worked with him before? He's a good friend 
1,Time to watch OP then some Dead Like Me then sleep 
1,stopped working on the image database awhile ago to help Greg with his term paper Now chit chatting with Greg 
1,Well Done Visteon Belfast 2 years salary paid Just shows what happens when you stand up for yourself 
1,?????? ???????? ????? ???????? ????? ????????? thanx for the sixer comment 
1,its my bday!!! I'm gettin older! 
1,yup they've stopped in hawaii for a few seasons already are you talking about this season? hope they come back again 
1,I tweet sooo much about you Gahd Hahaha! 
1,Don't worry you'll get your stamina back soon What kind of distances do you run usually? 
1,the archetype thing was for a comm class that studied archetypes in popular media reading your links now thanks 
1,at least you get to watch Lost on the way 
1,thanks for that now i learned something new today enjoy 
0,Is it possible to a have phobia of phobias? Afraid to look at list 
1,I WANNA GO THERE WHERE YOU GO I WANNA FIND OUT WHAT YOU KNOW DAVID AND MILEYYYYYY! ?? 
1,heading out to (a long)band practice last one before our first show on Saturday night Hope it's a good one com-u12MIW 
0,aww morgan i wish i could have realized that a while ago instead of putting myself through it your strong and i love you<3 
1,Is it that quiet at the office? 
1,com-4j8yk - Thelma Rebeca Fernanda Symonds Fernanda Cordova 
1,thank u!!! u kno ppl already look my chest ne ways might as well give them somethng to throw them off! LOL! 
1,Hey Dubbo RSL turkey roast circa 1995 Know it's been a while just wanted to let you know I still think about you from time to time 
1,I am absolutely craving a brownie with ice cream right now FedEx some over! 
1,haha when is it? good luck babe & UPLOAD A PHOTO WILL YA ? 
1,and these awesome tweeples too! 
1,I got whooped by Jason Bradbury Ace :0 
0,The dj's and partypeople were great again at CC Kicking Next one June 7 
0,oo oo I must compete let me login to my work email to see if I can top that 
1,fine! Going to do my big walk today 20 or so miles 
1,Wow that's really sweet! I'm assuming this is blog-related Thanks so much 
1,OK David talk later Have a great dayyyy ay ay ay ay 
1,I know but work is so boring I prefer the take on life 
0,and thats why your azz lost hater lol love you 
0,aw that sounds amazing But I think I have work Thank you for inviting me though 
0,Sigh I'm getting off the computer now to do even MORE homework Bye 
0,in school wants to read Eclipse 200-and-some-60 pages read 
1,if there is a tesco nearby then go there 
1,I just finished first season six feet under 
1,Enjoyed the Waller reunion very much! The Wallers are back in town 
1,Maybe it had a hot date with a nice little Cesna 
1,im-kp06 Surrealism in a cute way - Louis Votton &quot;Superflat Monogram&quot; - Takashi Murakami Music by Fantastic Plastic Machine 
1,COOOOOOOOOL DOOOOOOOOOWN Patience Is Virtue 
1,Yah they have footlong sausage too mah But Halal place piggy sausages are bigger 
1,Stoppped following ama i really need a clean break on another note kate is being super nice right now Off to work 
0,Waiting on laundry to finish so I can go HOME Think I'll do my nails while I wait 
1,It's surprising how much Billy Idol turns up in tweets I monitor constantly - not that I'm obsessed or anything! #BillyIdol 
0,Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood you have been warned! 
1,Sounds great I'm looking forward to it then 
1,LOL and that's why I use my iPod touch 
1,hehe tweet time bastos talaga chux 
1,love and wanted to share with my followers feeling inspirational ive had a long day 
0,Per Taylor Dayne conversation It's official I am now jealous of you 
1,I've worked my finger tips bare today coding But we got there 
1,wake up and go make breakfast 
1,It will warm up once you start digging 
1,Bye ! Have a great time being whisked away 
1,yes yes I AM networking whore to the fullest and this girl is rih next to me 
1,can't sleep so i'm watching some more Gilmore Girls 
1,feels like spammers season is called summer season 
1,ohh i didnt double tweet a while ago did i? now i did 
0,Fancy is a 187 hun got u doin things u aint never done 
1,SMUDGER' is cleaning herself facebook com-catbook-profile-view-5726504 
1,can't wait for it i love your scripts honestly you should have a future career as a script writer - Stock Twits 
1,if you don't mind change your profile pic with a picture of you in UK It'll be fun 
1,Hey it's good to see you here! Will now follow you Would be nice to have a photo! 
1,just woke up no school today we are free 
1,im still waitin for my girl to come home i wanna go shopping 
1,Tweet you later have a wonderful day 
1,Last song then I really have to go ? fm-~5jbvo 
0,Good luck! If I remember right everything in England is a rip off anyway! And next time write me back! Haha 
1,Got my braces tightened today Then I got McDonalds! HAHA Sport tomorrow yay yay yay! Netball tryouts wish me luck to make the team! :l 
0,Have lots 2do as usual! laundry thanking God cleaning house praising God cutting the hedge and thanking and praising God some more! 
1,Thanks for sympathy It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow 
1,tafe was actually quite good for once 
1,Haha I think we're all in the same situation! lol 
0,the usual applications checking statuses reading stuff that's wel not arbit etc 
1,True to form Bank Holiday Monday looks like it might be rainy Hope it holds off til later family&friends plan walk and picnic today 
1,Thanks for follow Was just adding you from your twitter page after commenting your blog 
0,i wish i could go to both but i don't think i'll be allowed :p either way with two shows going your bound to get a ticket 
0,finding a place to crap on the move eh? Whoever said technology is crap? 
1,Yeah my dad calls me Taltal but it was taken on AOL back in 96 so I added a K for my last name coincidence is Tal Talk 
1,thank u soooooo much lil mama xoxo 
1,Someone in UNITED STATES liked Jelly Blocks com-dgpr7q 
1,I went for the sweetheart Well see how things turn out 
1,no I like be able to say it and it be the truth Instead of some magical mystery tour I get led on 
1,Yeahhh you do that lol 
1,<3 KoRn You guys are champions of the world 
1,How long before the Frisbee Golfer &quot;accidentally&quot; catches one in the back of the head from his friend 
1,I just added a butt to your name in my phone after I made you go home in the cold Because I love you! 
1,check out her new song &quot;sentimental wat-a-joke-ental&quot; she's a fren www last fm-music-marple+meg 
1,I can give you the contact of the person who makes those cheesecakes! 
1,Not really but its work so yea kinda 
1,it's stable faster than 2 x and working 
1,haven't read that book but heard of it Feed spay love is a great motto for pet owners although there is more involved 
1,WHY can't we have both!? HUH it'll make up for the raping of our twitter you just did 
1,would like june the nineteenth to hurry it self up as she is waiting very impatiently to see wes carr 
0,the era of the word - 'UN' (not united nations lar) is coming on fast - Unconference Unreason better get those domains ! 
1,Listening to the commentary track on Holiday Inn Never thought I'd see Bing Crosby in black face but the rest of the movie was cute 
1,I am most honoured to receive a Twit tout en francais But my French not good enough to pick up les nuances en 140 LOL 
1,> &quot;live Q&A 24-7&quot; definitely the best part of twitter for me 
1,oh hi terri good now what about you? any good gossip 
1,is debating giving twitter a proper go now to try and understand it 
1,Woohoo! Well Done! I started Macarena-ing too 
1,You didn't get a public holiday today? bwahah 
1,Yup theory is GREAT but the reality is beyond imagination I also made the same planning not knowing VS will FAIL on me 
1,Once again another late night But I scored a mojito so 
1,Bank holiday mondaaaaaay Exams tomorrow D: 
0,just clicked on your bio You're in Cantazaro!? Have been to Italy several times But never Calabria! 
1,Lots of other people are very polite tho and ask if they can approach 
1,is damn happy One for the end of exams and another hehehe CROSSES FINGERS 
1,Thanks! I am doing good Did you read any of my blog posts? 
1,Any tips for someone who has only made it 52 on Flight Control? 
1,hi there nice to meet you I am new to twitter and I guess you are too? 
1,alrightttt twitter i have netball nowww this is my 600th twitter haha byeeeee 
1,Famous on Myspace?? You're a dillhole 
0,v good i thought you were registered na? 
1,Merlin wasn't too bad Already watched it on BT of course 
1,I also have a brain tumor called Jeffery 
1,is excited Lots of good things happening work-wise here in Melbourne 
1,recovering from mexican fiesta Had a bit too much of a good time! 
0,I should sleep I've got like 5-6 hours to sleep before work Then I've got Tuesday- Thursday off sweet 
0,You're just jealous! Guess you'll be walking around the office tomorrow in your Malo! 
1,New baby arrived yesterday A fab baby boy at 2 8 kilo Very proud and happy 
1,You bet! I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx x 
1,Wanted to get that piercing too but thought it would be distracting to others when I was giving presentations U think? 
1,heh i meant differences between b3 and b4 
1,which is why i can't wait till i move out of home and life by myself next year WACKY ADVENTURES EVERY DAY!!!!! 
1,is it for dinner? the amount for dinner ones is greater than say an afternoon snack a pack for the day is prob ok 
1,I'm off! Well home I will see you soon! 
1,tegan and sara fan? follow them 
1,I'm glad that I called him cause our relationship is clear now Just happy to hear his voices eventhough he's absent from school 
1,Awhhh age doesn't matter you awesome lady you! 
0,LOL I'm the night owl queen - why you up? 
1,todays line up: more work on OS bluetooth app a brief stint with Uniservity and if I get time some CS4 tutorials busy bank holiday 
1,i really needa find more stastics 
0,Waking up with Star Wars End Title Song in my had is sorta awesome and also kinda creepy 
1,Hello!! sounds very good you can count on me I follow you!!! 
1,waiting for my friend to come over so we can hang out! 
0,yeah I had a suspicion about that!! I think I'm going to come home and want to spend a ton of money on tools! 
1,British Expat Tweet Tommy and the Giant Sprout: Especially for Fly as part of sprout seaso com-c7kvb6 
0,i get so sucked in to true life and that steve-o documentary was intense i love that shit it's nice to see people get their lives back 
1,what makes u think of south africa? why not italy or hawaii or something? 
1,is choosing to do britney for the dance showcase! yesss cant wait 58 days 
1,time to relieve stress at the gym!! Someone should write speeches take exams and do research for me 
1,Im doing a cause in retail 
1,Moni Love u get all da credit I wouldn't be shit on twitter w-o u cus I wouldn't kno how 2 do shit on here ! Thanks Boo 
1,#musicmonday Nicest Thing from Kate Nash 
1,still awake doing my assignments and playing virtual farming 
0,always write holy words in capital dude ALLAH HAFIZ ! 
1,the rain bring back some memories 
1,So long as they hold your wine without tipping 
1,I think more people would buy the Slap chop if the commercial was like this: ly-vQIUf 
1,Played An World played Flashback played Starcon 2 played Fallout played every Psygnosis game out for the Amiga and the ST 
0,Yes it is Though not in coffee So what's your favorite brand? 
1,Good luck with your breakfast search But here in the US I have to go to bed lol Goodnight David 
0,i'm still in bed and on the laptop yep borin !!! 
1,Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars 
1,just watched JONAS It was funny 
1,NemÃ¯Â¿Â½m zdrojÃ¯Â¿Â½ky Mozilly ani Perl takÃ¯Â¿Â½e z?stanu u svÃ¯Â¿Â½ vÃ¯Â¿Â½ry ve schopnosti Ohlohu 
1,Come to Rochester with me and Nikki Beer and a Hog Roast always helps 
0,Mooooooooornin' How are you? Are your legs ok? 
1,this will make you feel better Will down a cocktail or 2 in your honour Now get retorting com-4j91r 
1,badminton marathon tonight! please cooperate feet! 
1,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck So cute 
1,nice new profile picture! Glad to see some friends in there 
1,AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick David 
1,morning everyone! another dat of school 
1,it would hurt only when you touch it or when it gets hit But when you don't it won't but after a month it wouldn't hurt na! 
0,Hangin out and drinkin beers with dude brought me a new pair of purple kicks I'm gonna wear them on the Act III cover 
0,Just ordered an ASUS Eee PC 
1,*shrugs* So do I but it was too funny plus you know you enjoyed it Tweet Whore Love you 
0,lol sounds like don't call me babe have done that too !! have you thought that over ? 
1,oops eldhose bhai uploaded the same too Did you read the hindu's article on BarCamp? Binny rocks man 
1,supernatural is back on tonight !! 
1,goin' to casa milan's club house 
0,Don't forget Twitter the bastard step-child of enablers 
1,Morning Coffee and fresh air 
1,but omg mummy bought me ice-cream! 
1,if you cant hide the tweetie icon why not change it com-4j92o 
1,That's what's up hah I'm great thanks Just waiting for all the craziness to take off 
0,Realizing that I don't have school today or tomorrow or for the next few months I really need to get on those job applications! 
1,Our weekend was also great two friends of Julia were here for four days 
1,I'm excited for the things for Jay's room to arrive 
1,Ah Bank holiday morning reading Elle in bed and getting excited for a roast dinner in Sheering later 
1,woohoo! I got the Sunbeam CafÃ¯Â¿Â½ Series grinder at Eu Foods for only $198! Epic win 
1,really really wants to go and see Coraline 
1,I care about Eurovision! And yes they have a 50% jury-based vote this year #eurovision2009 
1,12:46AM HAppy birthday little sister of mine Also good night Priscilla 
0,aaah k am like a fan incarnated so kinda like a mutant till date Ghalib has never *yet* left my questions unanswered 
1,because he wants to be an honorary Filipino i'll follow him now ;)) thanks 
1,looking forward to coffee and driving tomorrow really 
1,They actually use standard speaker wire between them too with standard terminals so no soldering involved or anything 
1,www loveisthecure net is up! Check it out 
0,YES! Im down to 50% full on my dvr i was at 98% like 3 days ago lol I swear if I didnt have a dvr I would never watch tv 
1,and we're back in buisiness 
1,haha was it good? i bet it was 
1,Heading out to do a relay in the Belfast marathon 
1,mmm eating tostitos && piknik with spinach dip from S&R <3 
1,heheh Odd though I thought a couple of the others I'd done were better 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
0,making mashed potatoes and vegies to go with t-bone steak for when he gets home 
0,just signed up so hello twitter world here I am 
1,Oops that would be #edaust09 
1,If it's any consolation you're definitely one of the hottest GG's IMHO 
1,why just continue i'll keep sitting with crossed legs 
0,right guys i have to go 
1,not sure I like this way to learn a new language I prefer to be &quot;on location&quot; so I can practice ask Qs and get answers 
1,Ahhh Lincoln i'll run see you in 2 hours 
1,forgot about my old twitter account please follow itsjeff i will stop this account soon i prefer the address that doesnt have my age 
1,work This week some new instrumentals stay updated 
1,Today celebrating two new people becoming australian citizens I am hoping for a good dinner 
1,is back from TAFE and has bowling in about an hour 
1,&quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot; 
1,com-4j95z - I don't know why but I LOLd 
1,i think 30 bucks and i dunno 
1,Really all that? I'll look for it and will report back 
1,too early I'll spill my corn flakes 
1,naw missed it and the video cool looking sexy 
1,Its looking like June - nice right? 
0,Not really injured so can't do much exercise The KG's are coming on already Also still looking to rent some place!! Fun times! 
0,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah me $10 + hug for the person to help come clean 
1,good to have a (boy)friend like you 
1,Joey's getting a new lizard This should be fun x 
1,9100 tweets just living the rockstar life one tweet at a time 
0,Hope the train remembers the way - they can go a bit loopy on bank holidays 
1,possessed beyond certainty that she has made the rite decision 
1,oh I don't love it Just noting that remix kids seem to 
0,It's driving you insane? Really? It's Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance 
1,Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here so far so good 
1,good moring mr bailey it is my birthday today 
1,i likee you a lott lott think you really hot hot (8) good night 
0,Seen the doctor today Everything was fine! Might go for ultrasound scan just as a precaution 
1,just got back from rachael's house 
1,likes the reports from testers of his new package for Synology diskstations com-p-ror5d 
0,Bruno arghhhh i cant wait 
1,spending a 'girly' day wif my four big sisters! shopping pedicures and dyeing eachother's hair ohh yeah 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
0,unfortunately not my work ties me down 4 the whole summer but if there's a eu-tour this fall I'll be there! I want a rebound 
0,based on the similarity between &quot;May the 4th be with you&quot; and &quot;May the force be with you&quot; today it's the &quot;Star Wars Day&quot; 
1,Would really like to buy death note 1 & 2 later this week I loved those movies! 
1,we should all be down to earth don't none of us walk on water I'm just some horny nerd trying to find my way thru life lol 
1,Sci-fi junkie gamer pianist gin and tonic drinker and news addict 
1,Sweet dreams everyone! I am utterly exhausted!!! Nite nite! 
1,Thank you good sir it has been a surprisingly good afternoon very productive 
1,Welcome home! Glad you made it home safe! 
1,i finished new moon in 1 day all up maybe less im quite proud now who wants to lend me eclipse haha 
1,Ay dios mio! 2 weeks left of college!!! AH CAN'T WAIT!! 
1,yeye! let's tweet again tomorrow honey 
1,i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember 
1,haha I hope so I need sleep! lol But my phone will get his message if he updates us 
1,the best things in life are free x 
1,off shopping in southhampton with my mummers 
1,I go to &quot;User Experience Roundtable Hamburg - Detlev Fischer on Accessibility BITV Test&quot; xing com-events-333622 Don't miss! 
1,Yeah man been a while since I heard you spittin' 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,The fans have found you!! 
1,I have been called by my friend the bed It is time to acknowledge the inevitable Goodnight All Hello Sleep 
1,Sweet my friend Kevin is joining us (but I have his #) Look 4 the girl carrying a backpack & boulder pad 
1,now we are cuddling girl cuddles are so fun and soft 
1,all good! Take a rest 
1,dont be gloomy go out and get urself ice-cream or gin whichever 
1,no need to thank we all just have to keep the good thought! 
1,just got back from the long weekend 
0,Hi what are you a consultant for? 
1,Watching Dr Horrible with don't be mad! 
1,glad you liked it- he's done loads of arrangements but that was the only one i could find on blip 
1,FIL 461 with cool people like me 
1,Weekend is over :\ Hope you all had a great weekend 
1,alright! you should go to the market and haggle them! ) 
1,Hello James who are you 
1,I accept the blame But I said &quot;in English&quot; (the language) couldn't say &quot;in British&quot; could I ? 
1,Hey Thanks 4 The Advice & Support 
1,Sleepy Tabz is heading to bed Fun night! Listened through the next episode of Joss'd! 
1,you will have to unfollow some people that are not following you so you can follow new people 
1,got hometh armed with hair dye a cherry ripe and cosmo 
0,Can't you guys do something on CO-OP about Grim Fandango? Don't you wanna see it on XBLA-PSN? Call Tony Plana! Call Tim!! 
1,com-4j99z - a gift from my boyfriend this little guy keeps me company at night 
1,Oh I see! So it's like morning there right? Happy breakfast! *thumbs up* 
1,Hello Back to work today after a week of vacation ! 
0,tell him ill beat him up if he doesnt share 
1,aww loves you! way too cute ;) 
1,Got back from helping my sis with stuff for my niece's 1st birthday I saw a PSP-DS lite car charger in Toy Kingdom SM for only P250!! 
0,not much blipping lately but i'll get onto that for you 
1,is gonna have an irish wedding 
1,thank you Feel much more relaxed now that everything isn't as scary as in the beginning 
1,And U are doing Brilliantly sweetie!!! Blessings and Joy to you!!! 
1,STEP 1: be a photoshop expert com-p-ros47 
0,What a great day! Time with some family an amazing voice studio party at my prof's home and a finance study date with 
1,wlcome - i'm proud of my girlfriend 
0,hello I'm up late playing on the internet I love you! 
1,Just finished studying for Abnormal Psychology Eek I still have two more days I'll do more than fine 
1,Ooh coffee! Great idea want one?? 
1,Looks like fun doing the Macarena with a live band! 
0,Hey dudes 4AM Please check out my blog at blogspot com and my youtube channel com-stevencohmer 
1,Touch My Hand video = simply amazing Love it 
0,ur not blind i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too 
1,braving the standby line TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time's the charm 
1,I know what would make me really tired put me to sleep and I would sleep good! RICE!!! Lmao! 
1,F you very very much willkommen im Twitterland 
1,I dont understand sensex but wow! 
1,Good day today tomorrow will be even better 
0,omg and you never would believe what we did ahaha i loved it but it felt like a movie but REAL!! 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,Sounds pretty cool Great job man! 
1,took mr timothy for a run he's quite fast if i hold up his bottom 
1,Have a huge block of snack chocolate here Tis calling my name already 
1,Hey what's up? My name is Caleb and I'm your newest follower!!! 
1,Haha of course! That's my favorite album of all time 
0,LOL! Made a huge mess of my school shirt was using charcoal sticks in 2D art 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,Haha Hey you should check out Love her-his tweets 
1,Bought the Repo Man soundtrack in the 80s - Pablo Picasso was never called an asshole 
1,Eighty nine min And fifty eight sec New record 
1,It will give me lulz from time to time 
0,I hope you were feeling better today! 
1,grabe norms i researched; dami pala flamenco forms and sub-forms kaloka! i attempted a Solea kaloka ang 12-beat! 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,Hey Mia!! Go to bed!! (deangeloredman live > am-2NlC) 
1,Had a gr8 Sunday relaxing enjoying the beautiful weather Good nite 
1,Late news then it's off for some much needed zzzzzzz Goodnight Tweets 
1,dinner was awesome Im so happy my mom enjoyed her bday I was able to spoil her yay lol 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,Yeah it was great to be outside without rain-snow & cold air! Love the sunny days 
1,If any one is looking for he is now at (And if you don't know him yet follow him anyways good guy) 
1,I knw maan! i was gonna say the same thing We both would become omelettes and others would become chapathis 
1,I did for years and then moved over to an IBM compatible Would love to have both on my desk! Can you call me a techie? 
1,Ohmygosh I KNOW That would make my night for SURE lol Goodnight! 
1,thanks for the retweet poker is the best card game on earth 
1,Do you have a chronic illness blog? Let me know I'll post your link on my own www ptsici blogspot com 
1,Don't ever turn off the part of your brain that talks crap! That's where fun comes from 
1,That gave me a great smile Nice way to end the day You are so right 
1,lovely night of steve-o and family guy off to bed 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,1 AM & time for bed nite all 
1,I just wanted to say that you have the best screen name ever That is all 
1,I still want a Smartcar!!! Don't they have the most wonderful designs ever? 
1,loves her some worship papers and had a fantastic day the Lord is good and constantly surprises me 
1,Ah the bank holiday shift at work What fun 
0,Lol - I could have written that - would be good to have 2 Mondays this week then I might catch up x 
0,and if you want to leaveeeee I can guranteee you won't find nobody else like meeee 
1,yeah I imagine you did 
1,is there a game ! 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
1,Excellent he will never know lmao 
1,Wrapped up some html-java work now spending the night dabbling in some flash intros 
0,night night dollies you are al so amazing 
1,i'm gonna eat some chips??!! anybody want some??? hahaha! 
0,THAT WAS SICK! i was like 'oh no she's gonna hit the kid ' which is probably the usual response i am oh so original 
1,Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts Lots of cool tips great! But need to more coding practices to master 
1,So the man behind the awesome Macarena vid Great work Love it 
1,Good mornin twitterers watching my first naruto of the day and it happens to be the 100th episode lovely juvely 
0,so wish I was there with ya but at 6:48am Belgian time I was sleeping time diff sucks Take me there! 
1,Hi I have uploaded 5 completely new Chinese Lessons on www youtube com-ChineseLearn Please feel free to watch and enjoy 
0,finally home for once after a dope ass week 
1,I've been slacking on the blips but a nice mellow one before I go to sleep ? fm-~5jcfo 
1,awesome let us know how the cloud setup goes I'm very keen on trying it myself as well 
1,yeah so Prom Night is now the Craft (good movie) 
1,fantastic love all things Krautrock 
0,I like to support my friends It's sad that I'm your only friend though 
1,Thanks End up going to Makino Chaya 
1,okay really going now STOP MAKING ME LAUGH LIKE THAT!! 
1,professional development is my favorite way to spend a beautiful monday afternoon NOT! 
1,105% of people between 18-24 yrs in DK is on facebook more profiles than citizens in that range Where are you in DK? And Why? 
